अंकन,ankan
साल्वाडोर,salvadore
निकरागुआ,nikraguaa
माल्टा,malta
वेटिकन,veticle
हमको,humko
तेरी,teri
वहशत,vahshat
सवादा,savada
तेरा,tera
संज्ञा,sangya
क्रमबद्ध,krambaddh
मलिहाबाद,malihabaad
विठ्ठल,vitthal
शिरोडकर,shirodkar
अफ़्रीकी,africi
कोस्ट,cost
नतीजे,natijon
पोलर,polar
म्युज़िक,music
प्राइज़,prize
लेखिका,lekhika
योगदानों,yogdanon
इब्राहिम,ibrahim
लोदी,lodi
नूहानी,nuhani
सुल्तान,sultan
अथार्त,arthat
कमजोरी,kamjori
भांप,bhamp
वासना,vasna
जाग्रत,jagrat
अनहोनी,anhoni
भावनात्मक,bhavnatmak
देवियों,devyon
संकर,sankar
अभिभावक,abhibhavak
ज़रिए,jariye
रसायनों,rasayano
क्रिस्टलोग्राफ़ी,cristlography
राइबोसोम्ज़,raybosoms
फ़्लाइंग,flying
फीस,fees
रिट,rit
जननांग,jannang
संलग्न,salagn
खिलाफ़,khilaf
शतक,shatak
बल्लेबाज,ballebaj
आटोक्लेव,atoklev
विन्यासों,vinyason
निष्कीटन,nishkitan
निपटा,niptaa
मैदानी,maidani
छिड़ने,chhidane
इंदोनेशिया,indoneshiya
मर्यादा,maryada
सेठ,seth
गोविंद,govind
वल्लभ,vallabh
पंत,pant
रामकुमार,ramkumar
वर्मा,verma
कांकेर,kanker
फहराया,fahraya
बनवाकर,banvakar
चलती,chalti
पी,p
पोपोफ़,popof
चेयरमैन,chairman
कार्पोरेशन,corporation
करारी,karari
शिकस्त,shikast
अठारहगढ़,atharahgadh
देखो,dekho
मुझ,mujh
दीजिये,dijiye
बाँधकर,bandhkar
आनुवांशिकता,anuvanshikta
लिहाज,lihaj
अवसाद,avsad
अक्षम,aksham
किन,kin
केअंतर्गत,keantargat
प्रत्ययों,pratyayom
सूत्रों,sutron
बाँधता,bandhta
जन्मे,janme
भषाओं,bhashaon
राज्यकाल,rajyakal
इंद्रवर्मन्,indravarman
कुब्ले,kuble
जापानी,japani
चित्रकार,chitrakar
टोबा,toba
सोजो,sojo
पाना,pana
फ़िजीयाई,fiziyaai
खाड़ी देशों,khadi
नोकारियों,nokariyon
सर्विसेस,services
चार्ल्स,charles
डार्विन,darwin
आसा,aasa
ग्रे,grey
टकटकी,taktaki
मदरसा,madrasa
प्रबन्धत्व,prabandhtw
समाहार,samahaar
रमणीय,ramniya
चित्रात्मक,chitratmak
भावपूर्ण,bhavpurn
पाठकों,pathakon
फ़ूल,phool
मेरठ,meruth
कैंट,kaint
धाराएँ,dharayen
विधेयक,vidheyak
मनमोहन,manmohan
सौतेले,sautele
पीटर,peter
प्रोविन्स,province
आकर्षण,akarshan
खुरदरे,khurdare
आसुत,aasut
मस्टर्ड,mustard
लीविज़िशन,livisition
जमाव,jmaav
फेरनहाइट,feranhait
सेल्सियस,selsius
सीवी,cv
नागार्जुन,nagarjuna
रेड्डी,reddy
ख़िलाफ़,khilafa
महाभियोग,mahabhiyog
पोर्टल,potral
वातानुकूलित,vatanukulit
कक्षों,kashon
देतें,dete
शर्म,sharm
समझतें,samjhaten
परती,parti
परीक्षक,parikshak
तनन,tanan
इंदर,inder
चौबोले,chaubole
नाटकों,natakon
गुमनामी,gumanaami
ओढ़े,odhe
पहुँचाने,pahunchane
असमर्थता,asmarthta
उन्नीसवी,unnisavi
सामजिक,samajik
जीवविज्ञान,jivvigyan
काफ़ी,kafi
मराठवाडा,marathwad
उजाड़,ujaad
वनवासियों,vanvasiyon
असभ्य,asbhay
बर्बर,burber
उपद्रवी,updravi
क्रूर,krur
मिलिट्री,militry
जायें,jayen
कीबोर्डों,keyboardo
दिखायी,dikhai
Apply,apply
बटन,button
दबायें,dabayen
मण्डलों,mandalon
प्रॉज़,proz
कॉन्ज़,conz
हिच,hich
हाइकिंग,hiking
वन्य,vanye
कुश्तियों,kushtiyon
बोलबाला,bolbala
वाधवानी,wadhwani
रमेश,ramesh
परमार्थिक,paramarthit
श्रोताओं,shrotao
साधुओं,sadhuon
उगलने,ugalney
उदार,udar
अभिजात्य,abhijatya
काँग्रेस,congress
फूट,fut
समाजवादी,samajwadi
विकेट,viket
कीपिंग,keeping
कैच,catch
स्टम्प,stump
वेंकटरामन्,venkatraman
रामकृष्णन्,ramkrushnan
एमआरसी,mrc
लेबोरेट्रीज़,labrotaries
म्यलूकुलर,mulcoolar
बायोलोजी,biology
स्ट्रकचरल,structural
स्टडीज़,studies
संरचनात्मक,sanrachnatmak
डायोनी,dayoni
ज्‍यादातर,jyadatar
फायदे,phaayade
सिक्को,sikko
रुद्रवर्मन्,rudravarman
जुड़नार,judnar
प्रोब,prob
टुकडो,tukdo
ऑटोरेडियोग्राफी,autorediography
छोटानागपुर,chotanagpur
मलबा,malba
भरने,bharane
शाखाओं,shakhaon
उपशाखा,upshakha
बाँटा,banta
इंजीनियरी,enginnery
धातुकर्मीय,dhatukarmiy
इलैक्ट्रॉनिकी,elecronici
जैब,jaib
पाठयक्रम,pathyakram
वायोत्स,wayots
द्ज़ोर,dajor
एकदम,ekdum
गुजरे,gujre
कुसली,kusli
क्रोध,krodh
अनूठा,anutha
खरीदारियों,kharidariyon
रियायती,riyayti
खरीदारी,kharidari
बीकानेर,bikaner
सिद्धहस्त,siddhihast
अचल,achal
सख्ती,sakhti
ओट्टो,otto
वॉन,wan
ग्वेरिक,guericke
मैगडेबर्ग,maigardburg
मेयर,mayor
हार्ज़,harz
माउंटेंस,mountains
केव,cave
प्रागैतिहासिक,pragaitihasik
हड्डियों,haddiyon
पुनर्निर्मित,punarnirmit
दायीं,dayi
दृष्टांत,drishtaant
हिंगू,hingu
पैसिफिक,pecefic
उदयपुर,udaypur
यपुरा,yapura
लगबभग,lagbabhag
सुन्दर,sundar
दुर्गे,durge
भि,bhi
अल्पमत,alpmat
त्यागपत्र,tyagptra
सौंप,sonp
ट्रांसड्यूसरों,transdyusro
मेनू,menu
संबाद,sambaad
कहि,ahi
मारुति,maruti
बिल्टोंग,bltong
सूखा,sukhaa
क़िस्म,kism
औपचारिक,aupcharik
सराये,saraye
ख्वाजा,khwaja
इतबाने,itbane
संबंधियों,sambandhiyon
दायरा,dayra
संतानों,santanon
बायोटेरिज़्म,bayoterijm
हिस्सो,hisso
विधार्थी,vidyaarthi
बवेजा,baveja
मातोंडकर,matondkar
प्रजातीय,prajatiy
सिमी,simi
तुर्कमेन,turkmen
ऐमेरेन्डियन्स,aimereidiyans
कनाडियाई,canadiyaai
हट्टेराइट्स,hatteraitts
वासी,wasi
न्यूजीलैंड,newzealand
माओरी,maori
श्यामदेश,shyamdesh
स्याम,syaam
अग्निसह,agnisah
पदार्थों,padarthon
कोयला,koyla
जलकर,jalkr
लगेगा,lagega
गाया,gaya
THDL,thdl
घाव,ghav
पार्थक्य,parthky
आयरलैंड,island
चचेरे,chachere
महारानी,maharani
ऐन,ain
पसंदीदा,pasandida
कुचेष्टा,kucheshta
उपज,upaj
अपवर्तनांक,apvartnank
आंख,ankh
कॉर्निया,kaurniya
कुंड,kund
मैदानों,maidanon
दिखलाने,dikhalane
तरीका,tarika
एयरवेज,airways
रत,ratt
चीजों,chijon
खली,khali
कीटनाशक,kitnashak
खाद,khad
कनेक्टिकट,connecticut
ट्राई,trai
स्टेट,state
एरिया,area
अभिलक्षणिक,abhilakshnik
गुणधर्म,gundharm
निन्नलिखित,ninnlikhit
काबू,kabu
कोशिशें,koshishon
कार्सवेल,corsewell
चोटों,choton
शोष,shosh
मेरु,meru
रज्जु,rajju
विलक्षण,vilakshan
विन्धयवासिनी,vindhayvasini
दंड,dand
लगाएगा,lagayega
श्रुतबोधम्,srutbodhamm
महाकवि,mahakavi
कालिदास,kalidas
नीना,ninaa
टावर,tower
समूचा,samuucha
फोटोग्राफ़,photograph
सेकेंड,sekend
उतारा,utara
नमूने,namune
घरों,gharon
लेन,len
नरनारी,narhari
बित्याह,bityah
उलूक,uluk
श्याम,shyam
सुन्द्रर,sundar
घेाष,ghosh
संजीव,sanjiv
कविरत्न,kaviratn
भूतपूर्व,bhutpurv
बेक्ड,bekd
पॉम्फ्रेट,pomfrt
पारसी,parsi
गिरिधर,giridhar
गमांग,gamang
निर्मलजीत,nirmaljeet
उड़ा,udaa
सैडलर,saidlar
आयर,aayar
अध्यायों,adhyayon
गुलिवर्स,gulivers
ट्रेवल्स,travels
पढ़ते,padhte
महामना,mahamana
मदनमोहन,madanmohan
मालवीय,malviya
प्रसादजी,prasadji
काका,kaka
कालेलकर,kalelkar
भारतरत्न,bharatratn
चिन्तकों,chintkon
महादेवी,mhadevi
बालकृष्णशर्मा,baalkrushnsharma
सुभद्राकुमारी,subhdradevi
चौहान,chauhan
माखनलाल,makhanlal
चतुर्वेदी,chaturvedi
प्रेमचन्दजी,premchandji
वृन्दावनलाल,vrundavanlaal
लेखनी,lekhni
संताल,santal
सोरेन,soren
मुर्मु,murmu
टुडु,tudu
नागुआर,naaguaar
काड़ुआर,kaduaar
हिंदइआर,hidiyaar
बंसरिआर,bansriyaar
काछुआर,kachhuaar
केसरिआर,kesriaar
बानुआर,banuaar
पुनअरिआर,punariaar
